,site_no,Date,Temp (max),,Temp (min),,
USGS,9147500,10/14/18,10.2,A,7.3,A,
USGS,9147500,10/15/18,12.1,A,5.1,A,
USGS,9147500,10/16/18,13,A,5.1,A,
USGS,9147500,10/17/18,14,A,6.8,A,
USGS,9147500,10/18/18,14,A,7.8,A,
USGS,9147500,10/19/18,14.3,A,9.3,A,
USGS,9147500,10/20/18,14.4,A,6.7,A,
USGS,9147500,10/21/18,15,A,7.4,A,
USGS,9147500,10/22/18,14.5,A,7.8,A,
USGS,9147500,10/23/18,13.4,A,9.3,A,
USGS,9147500,10/24/18,14.4,A,9.9,A,
USGS,9147500,10/25/18,13.3,A,8.2,A,
USGS,9147500,10/26/18,14.6,A,8.4,A,
USGS,9147500,10/27/18,14.4,A,7.3,A,
USGS,9147500,10/28/18,15,A,7.7,A,
USGS,9147500,10/29/18,14.7,A,7.9,A,
USGS,9147500,10/30/18,10.5,A,8.3,A,
USGS,9147500,10/31/18,12.8,A,7.7,A,
USGS,9147500,11/1/18,11.4,A,7.1,A,
USGS,9147500,11/2/18,12.5,A,6.2,A,
USGS,9147500,11/3/18,11.1,A,6.8,A,
USGS,9147500,11/4/18,8.1,A,4.8,A,
USGS,9147500,11/5/18,11.7,A,6.1,A,
USGS,9147500,11/6/18,10.4,A,4.1,A,
USGS,9147500,11/7/18,9.2,A,3.1,A,
USGS,9147500,11/8/18,9.1,A,3.5,A,
USGS,9147500,11/9/18,8.6,A,1.8,A,
USGS,9147500,11/10/18,9.2,A,2,A,
USGS,9147500,11/11/18,7.1,A,3.8,A,
USGS,9147500,11/12/18,7.8,A,2.7,A,
USGS,9147500,11/13/18,7.6,A,0.7,A,
USGS,9147500,11/14/18,8.5,A,1.9,A,
USGS,9147500,11/15/18,9.1,A,2.1,A,
USGS,9147500,11/16/18,9.1,A,2.4,A,
USGS,9147500,11/17/18,9,A,2.3,A,
USGS,9147500,11/18/18,8.8,A,3.6,A,
USGS,9147500,11/19/18,7.7,A,1.1,A,
USGS,9147500,11/20/18,7.8,A,1.1,A,
USGS,9147500,11/21/18,7.9,A,1.1,A,
USGS,9147500,11/22/18,6,A,1.8,A,
USGS,9147500,11/23/18,8.2,A,2.9,A,
USGS,9147500,11/24/18,8.8,A,2.5,A,
USGS,9147500,11/25/18,6.4,A,0.9,A,
USGS,9147500,11/26/18,5.8,A,0,A,
USGS,9147500,11/27/18,6.1,A,0.3,A,
USGS,9147500,11/28/18,5.1,A,2.8,A,
USGS,9147500,11/29/18,6.5,A,3.8,A,
USGS,9147500,11/30/18,5.7,A,3.5,A,
USGS,9147500,12/1/18,5.9,A,1.6,A,
USGS,9147500,12/2/18,3.7,A,0,A,
USGS,9147500,12/3/18,4.1,A,1.1,A,
USGS,9147500,12/4/18,4.2,A,0.1,A,
USGS,9147500,12/5/18,4.6,A,0.6,A,
USGS,9147500,12/6/18,5.2,A,2.1,A,
USGS,9147500,12/7/18,6.6,A,2.5,A,
USGS,9147500,12/8/18,6,A,1.4,A,
USGS,9147500,12/9/18,5.8,A,1,A,
USGS,9147500,12/10/18,4.3,A,0,A,
USGS,9147500,12/11/18,6.2,A,1.7,A,
USGS,9147500,12/12/18,4.3,A,0,A,
USGS,9147500,12/13/18,4,A,0,A,
USGS,9147500,12/14/18,3.8,A,0,A,
USGS,9147500,12/15/18,4.9,A,0.6,A,
USGS,9147500,12/16/18,5.5,A,0,A,
USGS,9147500,12/17/18,4.7,A,0.1,A,
USGS,9147500,12/18/18,5.8,A,1.6,A,
USGS,9147500,12/19/18,5.1,A,0.9,A,
USGS,9147500,12/20/18,4.7,A,0,A,
USGS,9147500,12/21/18,3.2,A,0.1,A,
USGS,9147500,12/22/18,4.2,A,0.2,A,
USGS,9147500,12/23/18,3.3,A,0,A,
USGS,9147500,12/24/18,6.1,A,1.6,A,
USGS,9147500,12/25/18,6,A,0.9,A,
USGS,9147500,12/26/18,3.6,A,1.2,A,
USGS,9147500,12/27/18,3.9,A,0.7,A,
USGS,9147500,12/28/18,2.2,A,0.1,A,
USGS,9147500,12/29/18,3.1,A,0,A,
USGS,9147500,12/30/18,2.1,A,0,A,
USGS,9147500,12/31/18,1.6,A,0,A,
USGS,9147500,1/1/19,0,A,0,A,
USGS,9147500,1/2/19,0,A,0,A,
USGS,9147500,1/3/19,0,A,0,A,
USGS,9147500,1/4/19,0.2,A,0,A,
USGS,9147500,1/5/19,3.1,A,0,A,
USGS,9147500,1/6/19,4.4,A,1.4,A,
USGS,9147500,1/7/19,3.9,A,0.9,A,
USGS,9147500,1/8/19,4.1,A,0,A,
USGS,9147500,1/9/19,4.2,A,0,A,
USGS,9147500,1/10/19,4.2,A,0,A,
USGS,9147500,1/11/19,2.3,A,1.4,A,
USGS,9147500,1/12/19,4.3,A,1.1,A,
USGS,9147500,1/13/19,3.7,A,0,A,
USGS,9147500,1/14/19,3,A,0,A,
USGS,9147500,1/15/19,3.8,A,0,A,
USGS,9147500,1/16/19,5.1,A,2,A,
USGS,9147500,1/17/19,4.6,A,0.5,A,
USGS,9147500,1/18/19,4.7,A,1.4,A,
USGS,9147500,1/19/19,4.6,A,0,A,
USGS,9147500,1/20/19,5.1,A,0,A,
USGS,9147500,1/21/19,4.2,A,0.4,A,
USGS,9147500,1/22/19,3.7,A,0,A,
USGS,9147500,1/23/19,1.7,A,0,A,
USGS,9147500,1/24/19,5.1,A,0,A,
USGS,9147500,1/25/19,3.7,A,0,A,
USGS,9147500,1/26/19,2.8,A,0,A,
USGS,9147500,1/27/19,2.8,A,0,A,
USGS,9147500,1/28/19,3.7,A,0,A,
USGS,9147500,1/29/19,2,A,0,A,
USGS,9147500,1/30/19,1,A,0,A,
USGS,9147500,1/31/19,3.5,A,0,A,
USGS,9147500,2/1/19,4.7,A,0,A,
USGS,9147500,2/2/19,5.6,A,0,A,
USGS,9147500,2/3/19,8,A,1.8,A,
USGS,9147500,2/4/19,5.6,A,1.6,A,
USGS,9147500,2/5/19,6.3,A,0.9,A,
USGS,9147500,2/6/19,4.4,A,0,A,
USGS,9147500,2/7/19,5.1,A,0,A,
USGS,9147500,2/8/19,0.3,A,0,A,
USGS,9147500,2/9/19,2.8,A,0,A,
USGS,9147500,2/10/19,5.4,A,0,A,
USGS,9147500,2/11/19,3.3,A,0,A,
USGS,9147500,2/12/19,3.5,A,0,A,
USGS,9147500,2/13/19,2.5,A,0.1,A,
USGS,9147500,2/14/19,3.9,A,1.7,A,
USGS,9147500,2/15/19,8.3,A,1.2,A,
USGS,9147500,2/16/19,2.5,A,0,A,
USGS,9147500,2/17/19,2.4,A,0,A,
USGS,9147500,2/18/19,2.1,A,0,A,
USGS,9147500,2/19/19,3.2,A,0,A,
USGS,9147500,2/20/19,2.6,A,0,A,
USGS,9147500,2/21/19,5,A,0,A,
USGS,9147500,2/22/19,2.8,A,0,A,
USGS,9147500,2/23/19,5.9,A,0,A,
USGS,9147500,2/24/19,1.8,A,0,A,
USGS,9147500,2/25/19,4.7,A,0,A,
USGS,9147500,2/26/19,6.8,A,0,A,
USGS,9147500,2/27/19,6.9,A,0,A,
USGS,9147500,2/28/19,5,A,1,A,
USGS,9147500,3/1/19,8.3,A,1.5,A,
USGS,9147500,3/2/19,4.9,A,2.3,A,
USGS,9147500,3/3/19,7,A,1.3,A,
USGS,9147500,3/4/19,6.4,A,0,A,
USGS,9147500,3/5/19,8,A,0,A,
USGS,9147500,3/6/19,8.6,A,2.8,A,
USGS,9147500,3/7/19,5.2,A,2.5,A,
USGS,9147500,3/8/19,6.8,A,1.5,A,
USGS,9147500,3/9/19,10.1,A,0.9,A,
USGS,9147500,3/10/19,9.2,A,0.4,A,
USGS,9147500,3/11/19,6.6,A,1.9,A,
USGS,9147500,3/12/19,7.1,A,2.9,A,
USGS,9147500,3/13/19,4.4,A,1.4,A,
USGS,9147500,3/14/19,7.4,A,1,A,
USGS,9147500,3/15/19,9.5,A,0,A,
USGS,9147500,3/16/19,10.8,A,0,A,
USGS,9147500,3/17/19,11.4,A,0.2,A,
USGS,9147500,3/18/19,8.5,A,0.6,A,
USGS,9147500,3/19/19,11.1,A,2,A,
USGS,9147500,3/20/19,11.2,A,0.2,A,
USGS,9147500,3/21/19,7.6,A,1.8,A,
USGS,9147500,3/22/19,6,A,2.1,A,
USGS,9147500,3/23/19,7.7,A,2.4,A,
USGS,9147500,3/24/19,9.6,A,2.5,A,
USGS,9147500,3/25/19,12.5,A,1.3,A,
USGS,9147500,3/26/19,12.4,A,1.1,A,
USGS,9147500,3/27/19,11.3,A,3.4,A,
USGS,9147500,3/28/19,12.5,A,2.6,A,
USGS,9147500,3/29/19,7.7,A,1.6,A,
USGS,9147500,3/30/19,11.2,A,2.5,A,
USGS,9147500,3/31/19,7.4,A,2,A,
USGS,9147500,4/1/19,12.2,A,1,A,
USGS,9147500,4/2/19,7.8,A,3.1,A,
USGS,9147500,4/3/19,9.4,A,3,A,
USGS,9147500,4/4/19,13,A,2,A,
USGS,9147500,4/5/19,13.3,A,2.9,A,
USGS,9147500,4/6/19,12.1,A,3,A,
USGS,9147500,4/7/19,13,A,3.3,A,
USGS,9147500,4/8/19,13.8,A,2.3,A,
USGS,9147500,4/9/19,10.9,A,3.1,A,
USGS,9147500,4/10/19,7.3,A,2.8,A,
USGS,9147500,4/11/19,8,A,1.6,A,
USGS,9147500,4/12/19,12.4,A,1.6,A,
USGS,9147500,4/13/19,8.5,A,2.3,A,
USGS,9147500,4/14/19,11.8,A,1.2,A,
USGS,9147500,4/15/19,10.4,A,3.4,A,
USGS,9147500,4/16/19,11.3,A,4.6,A,
USGS,9147500,4/17/19,13.8,A,4.6,A,
USGS,9147500,4/18/19,14.3,A,2.6,A,
USGS,9147500,4/19/19,15.1,A,2.9,A,
USGS,9147500,4/20/19,9.7,A,2.6,A,
USGS,9147500,4/21/19,13.5,A,3.7,A,
USGS,9147500,4/22/19,11.7,A,2.7,A,
USGS,9147500,4/23/19,14.9,A,4,A,
USGS,9147500,4/24/19,12,A,3.6,A,
USGS,9147500,4/25/19,12.5,A,3.4,A,
USGS,9147500,4/26/19,8,A,3.8,A,
USGS,9147500,4/27/19,10.4,A,4.2,A,
USGS,9147500,4/28/19,9.7,A,4.7,A,
USGS,9147500,4/29/19,7.1,A,4.5,A,
USGS,9147500,4/30/19,8.4,A,3.9,A,
USGS,9147500,5/1/19,8,A,3.6,A,
USGS,9147500,5/2/19,9.2,A,3.2,A,
USGS,9147500,5/3/19,11.9,A,3.2,A,
USGS,9147500,5/4/19,9.8,A,3.6,A,
USGS,9147500,5/5/19,10.3,A,4.1,A,
USGS,9147500,5/6/19,9.7,A,4.1,A,
USGS,9147500,5/7/19,10.2,A,4.5,A,
USGS,9147500,5/8/19,6.8,A,5,A,
USGS,9147500,5/9/19,8.4,A,4.6,A,
USGS,9147500,5/10/19,9.2,A,4.6,A,
USGS,9147500,5/11/19,12.9,A,3.7,A,
USGS,9147500,5/12/19,13.2,A,4.3,A,
USGS,9147500,5/13/19,13.7,A,4.4,A,
USGS,9147500,5/14/19,12.9,A,4.8,A,
USGS,9147500,5/15/19,10.4,A,4.8,A,
USGS,9147500,5/16/19,11.4,A,5.5,A,
USGS,9147500,5/17/19,8.9,A,5.4,A,
USGS,9147500,5/18/19,8.7,A,4.4,A,
USGS,9147500,5/19/19,8.7,A,3.9,A,
USGS,9147500,5/20/19,6.8,A,4.9,A,
USGS,9147500,5/21/19,8.8,A,4.4,A,
USGS,9147500,5/22/19,10,A,4.1,A,
USGS,9147500,5/23/19,7.6,A,4.4,A,
USGS,9147500,5/24/19,9.5,A,3.8,A,
USGS,9147500,5/25/19,11.4,A,4.2,A,
USGS,9147500,5/26/19,10.6,A,4.8,A,
USGS,9147500,5/27/19,10.4,A,5.2,A,
USGS,9147500,5/28/19,9.4,A,4.9,A,
USGS,9147500,5/29/19,11,A,5.4,A,
USGS,9147500,5/30/19,10.9,A,4.6,A,
USGS,9147500,5/31/19,9.2,A,5.1,A,
USGS,9147500,6/1/19,9.7,A,5.4,A,
USGS,9147500,6/2/19,10.1,A,5.4,A,
USGS,9147500,6/3/19,9.6,A,5.6,A,
USGS,9147500,6/4/19,8.5,A,5.1,A,
USGS,9147500,6/5/19,10.8,A,5.8,A,
USGS,9147500,6/6/19,11,A,5.8,A,
USGS,9147500,6/7/19,10.1,A,6,A,
USGS,9147500,6/8/19,9.1,A,5.8,A,
USGS,9147500,6/9/19,9.6,A,5.3,A,
USGS,9147500,6/10/19,11.1,A,5,A,
USGS,9147500,6/11/19,11.3,A,5.8,A,
USGS,9147500,6/12/19,10.8,A,5.8,A,
USGS,9147500,6/13/19,11,A,6.3,A,
USGS,9147500,6/14/19,11.5,A,6.8,A,
USGS,9147500,6/15/19,10.7,A,6.7,A,
USGS,9147500,6/16/19,10.1,A,6.9,A,
USGS,9147500,6/17/19,9.4,A,7.3,A,
USGS,9147500,6/18/19,10.8,A,7.4,A,
USGS,9147500,6/19/19,11.1,A,7.3,A,
USGS,9147500,6/20/19,11,A,7.6,A,
USGS,9147500,6/21/19,10.6,A,7.4,A,
USGS,9147500,6/22/19,10.2,A,7.7,A,
USGS,9147500,6/23/19,10.7,A,7.1,A,
USGS,9147500,6/24/19,11.8,A,7.9,A,
USGS,9147500,6/25/19,12,A,8,A,
USGS,9147500,6/26/19,11.8,A,8.4,A,
USGS,9147500,6/27/19,12.1,A,8.4,A,
USGS,9147500,6/28/19,12.2,A,7.8,A,
USGS,9147500,6/29/19,11.8,A,8.5,A,
USGS,9147500,6/30/19,11.3,A,8.7,A,
USGS,9147500,7/1/19,12.6,A,9,A,
USGS,9147500,7/2/19,12.7,A,8.6,A,
USGS,9147500,7/3/19,13,A,8.7,A,
USGS,9147500,7/4/19,13.1,A,8.6,A,
USGS,9147500,7/5/19,13.5,A,8.6,A,
USGS,9147500,7/6/19,12.1,A,8.7,A,
USGS,9147500,7/7/19,12.7,A,9.3,A,
USGS,9147500,7/8/19,13.4,A,9.6,A,
USGS,9147500,7/9/19,14,A,8.5,A,
USGS,9147500,7/10/19,14.2,A,8.7,A,
USGS,9147500,7/11/19,13.7,A,9.1,A,
USGS,9147500,7/12/19,14.7,A,9.3,A,
USGS,9147500,7/13/19,13.3,A,9.6,A,
USGS,9147500,7/14/19,14.5,A,10.2,A,
USGS,9147500,7/15/19,13.8,A,9.7,A,
USGS,9147500,7/16/19,14.8,A,9.9,A,
USGS,9147500,7/17/19,15.2,A,10.4,A,
USGS,9147500,7/18/19,14.8,A,9.7,A,
USGS,9147500,7/19/19,15.2,A,9.7,A,
USGS,9147500,7/20/19,13.2,A,10.3,A,
USGS,9147500,7/21/19,15.2,A,9.7,A,
USGS,9147500,7/22/19,14.8,A,10,A,
USGS,9147500,7/23/19,15.5,A,10.3,A,
USGS,9147500,7/24/19,14.5,A,10.7,A,
USGS,9147500,7/25/19,15.2,A,10.7,A,
USGS,9147500,7/26/19,15.4,A,11.1,A,
USGS,9147500,7/27/19,14.5,A,10.6,A,
USGS,9147500,7/28/19,15.9,A,10.7,A,
USGS,9147500,7/29/19,15.5,A,10.3,A,
USGS,9147500,7/30/19,13.1,A,10.6,A,
USGS,9147500,7/31/19,14.5,A,10.6,A,
USGS,9147500,8/1/19,13,A,11.2,A,
USGS,9147500,8/2/19,15,A,10.8,A,
USGS,9147500,8/3/19,15.1,A,11,A,
USGS,9147500,8/4/19,14.9,A,11.2,A,
USGS,9147500,8/5/19,15.1,A,11,A,
USGS,9147500,8/6/19,15.8,A,10.9,A,
USGS,9147500,8/7/19,14.7,A,11.2,A,
USGS,9147500,8/8/19,15.4,A,11.4,A,
USGS,9147500,8/9/19,15.2,A,11.2,A,
USGS,9147500,8/10/19,15.5,A,11.4,A,
USGS,9147500,8/11/19,14.5,A,11.8,A,
USGS,9147500,8/12/19,15.9,A,11.1,A,
USGS,9147500,8/13/19,15.2,A,10.6,A,
USGS,9147500,8/14/19,16.4,A,10.8,A,
USGS,9147500,8/15/19,16.5,A,10.7,A,
USGS,9147500,8/16/19,15.9,A,10.8,A,
USGS,9147500,8/17/19,16.3,A,10.8,A,
USGS,9147500,8/18/19,16.6,A,10.6,A,
USGS,9147500,8/19/19,16,A,10.7,A,
USGS,9147500,8/20/19,16.4,A,10.8,A,
USGS,9147500,8/21/19,15.2,A,11,A,
USGS,9147500,8/22/19,15.2,A,11.4,A,
USGS,9147500,8/23/19,15.4,A,11.3,A,
USGS,9147500,8/24/19,15.4,A,10.9,A,
USGS,9147500,8/25/19,16.4,A,11,A,
USGS,9147500,8/26/19,16.4,A,11.2,A,
USGS,9147500,8/27/19,16,A,10.8,A,
USGS,9147500,8/28/19,16.3,A,10.6,A,
USGS,9147500,8/29/19,15.2,A,10.8,A,
USGS,9147500,8/30/19,16.2,A,11.2,A,
USGS,9147500,8/31/19,15.5,A,11.3,A,
USGS,9147500,9/1/19,15.4,A,11.4,A,
USGS,9147500,9/2/19,16.5,A,11.4,A,
USGS,9147500,9/3/19,16.5,A,11.5,A,
USGS,9147500,9/4/19,14.8,A,12.1,A,
USGS,9147500,9/5/19,16.6,A,11.9,A,
USGS,9147500,9/6/19,15.6,A,12,A,
USGS,9147500,9/7/19,16.4,A,12.2,A,
USGS,9147500,9/8/19,15.4,A,12,A,
USGS,9147500,9/9/19,16.2,A,11.6,A,
USGS,9147500,9/10/19,16.2,A,11.4,A,
USGS,9147500,9/11/19,16.8,A,11.8,A,
USGS,9147500,9/12/19,16.5,A,11.3,A,
USGS,9147500,9/13/19,16.8,A,10.7,A,
USGS,9147500,9/14/19,17,A,10.8,A,
USGS,9147500,9/15/19,14.4,A,11.2,A,
USGS,9147500,9/16/19,16.7,A,12.2,A,
USGS,9147500,9/17/19,16.4,A,11.9,A,
USGS,9147500,9/18/19,17.1,A,11.8,A,
USGS,9147500,9/19/19,16.9,A,11.3,A,
USGS,9147500,9/20/19,16.3,A,11.5,A,
USGS,9147500,9/21/19,16.5,A,10.3,A,
USGS,9147500,9/22/19,17.2,A,10,A,
USGS,9147500,9/23/19,15.5,A,10.7,A,
USGS,9147500,9/24/19,17.4,A,10.7,A,
USGS,9147500,9/25/19,17.5,A,10.4,A,
USGS,9147500,9/26/19,18.1,A,11,A,
USGS,9147500,9/27/19,18.4,A,11.7,A,
USGS,9147500,9/28/19,18.1,A,10.9,A,
USGS,9147500,9/29/19,16.8,A,11.3,A,
USGS,9147500,9/30/19,17.3,A,10.8,A,
USGS,9147500,10/1/19,17.2,A,10.1,A,
USGS,9147500,10/2/19,16.6,A,9.9,A,
USGS,9147500,10/3/19,17.1,A,8.7,A,
USGS,9147500,10/4/19,16.9,A,10.7,A,
USGS,9147500,10/5/19,16.3,A,9.7,A,
USGS,9147500,10/6/19,15.8,A,9,A,
USGS,9147500,10/7/19,16.1,A,8.6,A,
USGS,9147500,10/8/19,16.4,A,9.3,A,
USGS,9147500,10/9/19,16.1,A,8.9,A,
USGS,9147500,10/10/19,12.2,A,7.3,A,
USGS,9147500,10/11/19,13,A,5.5,A,
USGS,9147500,10/12/19,13.1,A,4.8,A,
USGS,9147500,10/13/19,13.5,A,4.9,A,
USGS,9147500,10/14/19,14,A,6.3,A,
USGS,9147500,10/15/19,14,A,6.1,A,
USGS,9147500,10/16/19,14.4,A,5.9,A,
USGS,9147500,10/17/19,14.2,A,6.6,A,
USGS,9147500,10/18/19,12.3,A,7.8,A,
USGS,9147500,10/19/19,12.6,A,5.4,A,
USGS,9147500,10/20/19,10,A,6.6,A,
USGS,9147500,10/21/19,9.9,A,5.5,A,
USGS,9147500,10/22/19,,,,,
USGS,9147500,10/23/19,12.5,A,5.7,A,
USGS,9147500,10/24/19,11.6,A,6.2,A,
USGS,9147500,10/25/19,11.4,A,4,A,
USGS,9147500,10/26/19,12.7,A,4.9,A,
USGS,9147500,10/27/19,11.9,A,6.2,A,
USGS,9147500,10/28/19,8.9,A,3.6,A,
USGS,9147500,10/29/19,8.5,A,3,A,
USGS,9147500,10/30/19,7.3,A,1.5,A,
USGS,9147500,10/31/19,8.5,A,0.2,A,
USGS,9147500,11/1/19,9.2,A,2.1,A,
USGS,9147500,11/2/19,9.5,A,1.8,A,
USGS,9147500,11/3/19,9.9,A,2.6,A,
USGS,9147500,11/4/19,10.1,A,3.6,A,
USGS,9147500,11/5/19,10.5,A,3.7,A,
USGS,9147500,11/6/19,10.3,A,3.8,A,
USGS,9147500,11/7/19,10.1,A,3.7,A,
USGS,9147500,11/8/19,9.8,A,3.2,A,
USGS,9147500,11/9/19,10.2,A,3.2,A,
USGS,9147500,11/10/19,10,A,3.8,A,
USGS,9147500,11/11/19,9.3,A,3.6,A,
USGS,9147500,11/12/19,8.6,A,2.1,A,
USGS,9147500,11/13/19,9.1,A,2.8,A,
USGS,9147500,11/14/19,9.2,A,3,A,
USGS,9147500,11/15/19,8.7,A,3.4,A,
USGS,9147500,11/16/19,9.6,A,4.1,A,
USGS,9147500,11/17/19,8.8,A,2.9,A,
USGS,9147500,11/18/19,8.8,A,3.2,A,
USGS,9147500,11/19/19,9.8,A,3.3,A,
USGS,9147500,11/20/19,8.5,A,6.1,A,
USGS,9147500,11/21/19,8.8,A,5.4,A,
USGS,9147500,11/22/19,6.9,A,3.8,A,
USGS,9147500,11/23/19,8.4,A,3.6,A,
USGS,9147500,11/24/19,7.5,A,1.5,A,
USGS,9147500,11/25/19,6,A,2.9,A,
USGS,9147500,11/26/19,4.4,A,0.7,A,
USGS,9147500,11/27/19,5.6,A,0,A,
USGS,9147500,11/28/19,7.7,A,3.3,A,
USGS,9147500,11/29/19,5.6,A,2.4,A,
USGS,9147500,11/30/19,4.6,A,1.5,A,
USGS,9147500,12/1/19,4.9,A,0,A,
USGS,9147500,12/2/19,6,A,1.3,A,
USGS,9147500,12/3/19,6.5,A,2.1,A,
USGS,9147500,12/4/19,7,A,2.4,A,
USGS,9147500,12/5/19,6.1,A,4.1,A,
USGS,9147500,12/6/19,6.6,A,1.7,A,
USGS,9147500,12/7/19,7.3,A,1.6,A,
USGS,9147500,12/8/19,6.4,A,4.2,A,
USGS,9147500,12/9/19,5.8,A,2.5,A,
USGS,9147500,12/10/19,5.6,A,0.1,A,
USGS,9147500,12/11/19,5,A,0.3,A,
USGS,9147500,12/12/19,5.6,A,0.9,A,
USGS,9147500,12/13/19,6,A,2.8,A,
USGS,9147500,12/14/19,5.1,A,2.9,A,
USGS,9147500,12/15/19,4.5,A,1.6,A,
USGS,9147500,12/16/19,4,A,0,A,
USGS,9147500,12/17/19,2.3,A,0,A,
USGS,9147500,12/18/19,3.3,A,0,A,
USGS,9147500,12/19/19,4.1,A,0,A,
USGS,9147500,12/20/19,4,A,0,A,
USGS,9147500,12/21/19,4.5,A,0,A,
USGS,9147500,12/22/19,4.4,A,0.1,A,
USGS,9147500,12/23/19,4.7,A,0.4,A,
USGS,9147500,12/24/19,5.4,A,1.9,A,
USGS,9147500,12/25/19,5.5,A,2,A,
USGS,9147500,12/26/19,4.4,A,0.8,A,
USGS,9147500,12/27/19,3.2,A,0,A,
USGS,9147500,12/28/19,3,A,0.4,A,
USGS,9147500,12/29/19,2.8,A,0,A,
USGS,9147500,12/30/19,1.3,A,0,A,
USGS,9147500,12/31/19,0.1,A,0,A,
USGS,9147500,1/1/20,0.6,A,0,A,
USGS,9147500,1/2/20,3.6,A,0,A,
USGS,9147500,1/3/20,2.6,A,0,A,
USGS,9147500,1/4/20,3.3,A,0,A,
USGS,9147500,1/5/20,2.8,A,0,A,
USGS,9147500,1/6/20,2.8,A,0,A,
USGS,9147500,1/7/20,2.8,A,0,A,
USGS,9147500,1/8/20,3.5,A,0,A,
USGS,9147500,1/9/20,2.8,A,0.6,A,
USGS,9147500,1/10/20,2.6,A,0,A,
USGS,9147500,1/11/20,0,A,0,A,
USGS,9147500,1/12/20,2.6,A,0,A,
USGS,9147500,1/13/20,3.9,A,0.4,A,
USGS,9147500,1/14/20,4.4,A,0,A,
USGS,9147500,1/15/20,4.8,A,0,A,
USGS,9147500,1/16/20,4.2,A,0,A,
USGS,9147500,1/17/20,4.3,A,0.2,A,
USGS,9147500,1/18/20,2.1,A,0,A,
USGS,9147500,1/19/20,2.8,A,0,A,
USGS,9147500,1/20/20,3.2,A,0,A,
USGS,9147500,1/21/20,3.5,A,1.6,A,
USGS,9147500,1/22/20,4.4,A,1.6,A,
USGS,9147500,1/23/20,6.1,A,1.9,A,
USGS,9147500,1/24/20,5.1,A,0,A,
USGS,9147500,1/25/20,5.7,A,1.3,A,
USGS,9147500,1/26/20,5.9,A,0.2,A,
USGS,9147500,1/27/20,1.8,A,0.9,A,
USGS,9147500,1/28/20,4,A,0,A,
USGS,9147500,1/29/20,5.2,A,0,A,
USGS,9147500,1/30/20,4.1,A,0,A,
USGS,9147500,1/31/20,3.4,A,0,A,
USGS,9147500,2/1/20,5.2,A,0,A,
USGS,9147500,2/2/20,6.2,A,0,A,
USGS,9147500,2/3/20,3.9,A,0.6,A,
USGS,9147500,2/4/20,2.4,A,0,A,
USGS,9147500,2/5/20,0,A,0,A,
USGS,9147500,2/6/20,1.4,A,0,A,
USGS,9147500,2/7/20,4.6,A,1,A,
USGS,9147500,2/8/20,5.7,A,0.2,A,
USGS,9147500,2/9/20,5.4,A,0.1,A,
USGS,9147500,2/10/20,5.3,A,0.9,A,
USGS,9147500,2/11/20,5.6,A,0,A,
USGS,9147500,2/12/20,4.9,A,0,A,
USGS,9147500,2/13/20,6.2,A,0,A,
USGS,9147500,2/14/20,6.8,A,0,A,
USGS,9147500,2/15/20,6.3,A,0,A,
USGS,9147500,2/16/20,3.8,A,1.8,A,
USGS,9147500,2/17/20,6.8,A,2.1,A,
USGS,9147500,2/18/20,6.6,A,0.8,A,
USGS,9147500,2/19/20,5.7,A,0,A,
USGS,9147500,2/20/20,5.9,A,0,A,
USGS,9147500,2/21/20,7.3,A,0,A,
USGS,9147500,2/22/20,6.6,A,0.7,A,
USGS,9147500,2/23/20,5.8,A,1.6,A,
USGS,9147500,2/24/20,5.5,A,0,A,
USGS,9147500,2/25/20,3.4,A,0,A,
USGS,9147500,2/26/20,4.2,A,0,A,
USGS,9147500,2/27/20,8,A,0,A,
USGS,9147500,2/28/20,8.4,A,0,A,
USGS,9147500,2/29/20,8.9,A,0.1,A,
USGS,9147500,3/1/20,6.8,A,2,A,
USGS,9147500,3/2/20,7.1,A,1.5,A,
USGS,9147500,3/3/20,9,A,0,A,
USGS,9147500,3/4/20,9.8,A,0,A,
USGS,9147500,3/5/20,9.9,A,0.1,A,
USGS,9147500,3/6/20,10.2,A,0.3,A,
USGS,9147500,3/7/20,10.2,A,1.6,A,
USGS,9147500,3/8/20,9.1,A,3.3,A,
USGS,9147500,3/9/20,10.1,A,2.8,A,
USGS,9147500,3/10/20,5.1,A,2.2,A,
USGS,9147500,3/11/20,6.8,A,1.7,A,
USGS,9147500,3/12/20,11,A,2.9,A,
USGS,9147500,3/13/20,8.5,A,3.5,A,
USGS,9147500,3/14/20,11.3,A,2,A,
USGS,9147500,3/15/20,9.4,A,1.6,A,
USGS,9147500,3/16/20,11,A,1.3,A,
USGS,9147500,3/17/20,7.9,A,2.2,A,
USGS,9147500,3/18/20,7.8,A,2.4,A,
USGS,9147500,3/19/20,6.4,A,3,A,
USGS,9147500,3/20/20,10,A,1.5,A,
USGS,9147500,3/21/20,6.8,A,1.6,A,
USGS,9147500,3/22/20,8,A,2.6,A,
USGS,9147500,3/23/20,10.5,A,2.4,A,
USGS,9147500,3/24/20,12.2,A,2.2,A,
USGS,9147500,3/25/20,9.6,A,2.6,A,
USGS,9147500,3/26/20,12.4,A,3.3,A,
USGS,9147500,3/27/20,8.3,A,2.1,A,
USGS,9147500,3/28/20,8.9,A,1.4,A,
USGS,9147500,3/29/20,7.6,A,0.8,A,
